Child,Parent
Trabecular bone of acromial end of right clavicle,Trabecular bone of acromial end of clavicle
Trunk of pre-brachial plexus segment of T1 component of left median nerve,Trunk of pre-brachial plexus segment of T1 component of median nerve
Median nerve component of ventral root of left C8 nerve,Median nerve component of ventral root of C8 nerve
Trunk of pre-brachial plexus segment of T1 component of right median nerve,Trunk of pre-brachial plexus segment of T1 component of median nerve
Median nerve component of ventral root of C8 nerve,Segment of medial root of median nerve
Median nerve component of ventral root of right C8 nerve,Median nerve component of ventral root of C8 nerve
Left meniscofemoral ligament,Meniscofemoral ligament
Lymph node of superior segmental bronchus,Bronchopulmonary segment lymph node
Right transverse muscle of fetal tongue,Transverse muscle of fetal tongue
Trabecular bone of left radius,Trabecular bone of radius
Lateral part of left superior bronchopulmonary subsegment,Lateral part of superior bronchopulmonary subsegment
Gray communicating ramus of lumbar nerve,Gray communicating ramus
Submucosa of segmental bronchus of lower lobe of lung,Submucosa of segmental bronchus
Lymphatic vessel,Organ component of lymphatic tree organ
Bone marrow cavity of right capitate,Bone marrow cavity of capitate
Bone marrow cavity of hamate,Bone marrow cavity of carpal bone
Bone marrow cavity of left hamate,Bone marrow cavity of hamate
Bone marrow cavity of left capitate,Bone marrow cavity of capitate
Bone marrow cavity of right hamate,Bone marrow cavity of hamate
Trunk of right jugular venous arch,Trunk of jugular venous arch
Central gray substance,Gray matter of neuraxis
Fibrous membrane of articular capsule of metacarpophalangeal joint of little finger,Fibrous membrane of articular capsule of metacarpophalangeal joint
Trabecular bone of distal epiphysis of left fifth metatarsal bone,Trabecular bone of distal epiphysis of fifth metatarsal bone
Lumen of lateral ramus of right lateral basal segmental bronchus,Lumen of lateral basal subsegmental bronchus
Parenchyma of anterior basal bronchopulmonary subsegment,Parenchyma of basal bronchopulmonary subsegment
Wall of left ejaculatory duct,Wall of ejaculatory duct
Articular facet of right inferior articular process of fifth lumbar vertebra,Articular facet of inferior articular process of fifth lumbar vertebra
Striatum of neuraxis,Subcortical gray matter
Lateral branch of anterior cutaneous branch of left fifth intercostal nerve,Lateral branch of anterior cutaneous branch of fifth intercostal nerve
Space of anterior compartment of right thigh,Space of anterior compartment of thigh
Muscle fasciculus of flexor digitorum accessorius,Skeletal muscle fasciculus
Dental pulp of left central lower incisor tooth,Dental pulp of central lower incisor tooth
Anterior thoracic radicular vein,Thoracic radicular vein
Intervertebral disk of eleventh thoracic vertebra,Intervertebral disk of thoracic vertebra
Inferior semilunar lobule,Lobule of hemisphere of cerebellum
Left inferior orbital fissure,Inferior orbital fissure
Tributary of trunk of lingular vein,Trunk of subsegmental tributary of pulmonary vein
Right parameatal vestibular fossa,Parameatal vestibular fossa
Bony part of metaphysis of humerus,Bony part of zone of humerus
Distobuccal root of left first upper molar tooth,Distobuccal root of first upper molar tooth
Urethral part of urethral artery,Subdivision of urethral artery
Fetal depressor labii inferioris,Fetal depressor muscle
Set of capillaries of left elbow,Set of capillaries of elbow
Set of capillaries of left forearm,Set of capillaries of forearm
Set of capillaries of left wrist,Set of capillaries of wrist
Set of capillaries of right forearm,Set of capillaries of forearm
Set of capillaries of right elbow,Set of capillaries of elbow
Scapular branch of left suprascapular artery,Scapular branch of suprascapular artery
Fibrous membrane of left subdeltoid bursa,Fibrous membrane of subdeltoid bursa
Dorsal surface of medial cuneiform bone,Subdivision of surface of medial cuneiform bone
Left supra-orbital vein,Supra-orbital vein
Fibrous membrane of articular capsule of proximal interphalangeal joint of right middle finger,Fibrous membrane of articular capsule of proximal interphalangeal joint of middle finger
Wall of pancreatic ductule,Wall of pancreatic duct
Lateral proper palmar digital branch of right median nerve to right index finger,Lateral proper palmar digital branch of median nerve to index finger
Proximal metaphysis of right fourth metacarpal bone,Proximal metaphysis of fourth metacarpal bone
Neural network of pelvic girdle,Neural network of region of lower limb
Periosteum of proximal epiphysis of distal phalanx of left ring finger,Periosteum of proximal epiphysis of distal phalanx of ring finger
Subdivision of posterior labial artery,Subdivision of perineal artery
Trabecular bone of diaphysis of proximal phalanx of ring finger,Trabecular bone of diaphysis of phalanx of ring finger
Surface of cheek,Subdivision of surface of face
Collateral branch of right ninth intercostal nerve,Collateral branch of ninth intercostal nerve
Compact bone of right articular process of fourth lumbar vertebra,Compact bone of articular process of fourth lumbar vertebra
Second mandibular molar tooth,Mandibular molar tooth
Second maxillary molar tooth,Maxillary molar tooth
First mandibular molar tooth,Mandibular molar tooth
Fossa for right lacrimal sac,Fossa for lacrimal sac
Middle meatal wall proper,Wall of nasal meatus
Synovial fluid of left incudostapedial joint,Synovial fluid of incudostapedial joint
Nerve to left first interspinalis cervicis (1),Nerve to first interspinalis cervicis (1)
Surface of proximal epiphysis of right tibia,Surface of proximal epiphysis of tibia
Perimysium of pectoralis minor,Fascia of pectoralis minor
Posterior cutaneous nerve of left forearm,Posterior cutaneous nerve of forearm
Branch of lateral circumflex femoral artery,Subdivision of deep femoral artery
Tributary of superficial external pudendal vein,Tributary of great saphenous vein
Bony part of left articular process of seventh cervical vertebra,Bony part of articular process of seventh cervical vertebra
Distal tendon of left supraspinatus,Distal tendon of supraspinatus
Proximal tendon of right infraspinatus,Proximal tendon of infraspinatus
Proximal tendon of left infraspinatus,Proximal tendon of infraspinatus
Proximal tendon of infraspinatus,Tendon of infraspinatus
Distal tendon of infraspinatus,Tendon of infraspinatus
Tendon of iliocostalis thoracis,Tendon of iliocostalis
Wall of medial ramus of right medial basal segmental bronchus,Wall of medial basal subsegmental bronchus
Root pulp of lateral lower incisor tooth,Root pulp of lower incisor tooth
Nerve to right sixth external intercostal muscle,Nerve to sixth external intercostal muscle
Branch of anterior ramus of second lumbar nerve,Branch of anterior ramus of lumbar nerve
Transverse branch of meningeal branch of left second sacral nerve,Transverse branch of meningeal branch of second sacral nerve
Distal metaphysis of ulna,Distal metaphysis
Lymphatic tree of right big toe,Lymphatic tree of big toe
Lymphatic tree of toe,Lymphatic tree of subdivision of foot
Lymphatic tree of left big toe,Lymphatic tree of big toe
Lymphatic tree of right second toe,Lymphatic tree of second toe
Lymphatic tree of left second toe,Lymphatic tree of second toe
Border region of trigone of urinary bladder,Region of wall of urinary bladder
Gray matter of left anterior transverse temporal gyrus,Gray matter of anterior transverse temporal gyrus
Right lateral surface of body of fourth cervical vertebra,Lateral surface of body of fourth cervical vertebra
Gray matter of anterior transverse temporal gyrus,Gray matter of gyrus of temporal lobe
Gray matter of posterior transverse temporal gyrus,Gray matter of gyrus of temporal lobe
Gray matter of right anterior transverse temporal gyrus,Gray matter of anterior transverse temporal gyrus
Gray matter of right posterior transverse temporal gyrus,Gray matter of posterior transverse temporal gyrus
Fibrous membrane of articular capsule of right C5-C6 vertebral arch joint,Fibrous membrane of articular capsule of C5-C6 vertebral arch joint
Wall of superior major calyx of left renal pelvis,Wall of superior major calyx
Right supramarginal gyrus,Supramarginal gyrus
Lateral sacral artery,Branch of posterior division of internal iliac artery
Serosa of uterine tube proper,Serosa of zone of uterine tube
Compact bone of sixth thoracic vertebra,Compact bone of thoracic vertebra
Blood vessel viewed microscopically,General anatomical term
Articular cartilage of right superior costal facet of body of third thoracic vertebra,Articular cartilage of superior costal facet of body of third thoracic vertebra
Root of radial nerve,Root of peripheral nerve
T1 root of median nerve,Segment of root of median nerve
T1 root of right median nerve,T1 root of median nerve
T1 root of left median nerve,T1 root of median nerve
C5 root of radial nerve,Segment of root of radial nerve
Interparietal bone,Sutural bone
Epithelium of cornea,Atypical epithelium
Nerve to semimembranosus (1),Nerve to semimembranosus
Muscle fasciculus of rectus capitis anterior,Skeletal muscle fasciculus
Distal epiphyseal plate of left ulna,Distal epiphyseal plate of ulna
Region of surface of fibula,Region of surface of long bone
Mesovarian border of ovary,Anatomical line of ovary
Periosteum of distal epiphysis of phalanx of index finger,Periosteum of subdivision of phalanx of finger
Serosa of infundibulum of right uterine tube,Serosa of infundibulum of uterine tube
Lateral semicircular duct of left membranous labyrinth,Lateral semicircular duct
Lymph node of basal segmental bronchus,Bronchopulmonary segment lymph node
Anterior third of left vocal fold,Anterior third of vocal fold
Set of meridional fibers of ciliary muscle,Set of ciliary muscle fibers
Posterior limb of internal capsule,Subdivision of internal capsule
Left palatoglossal arch,Palatoglossal arch
Superficial layer of proximal nail fold of ring finger,Superficial layer of proximal nail fold of finger
Skin of back of head,Segment of skin of head proper
Cavity of crown of left lower second molar tooth,Cavity of crown of lower second molar tooth
Pterygopharyngeal part of left superior pharyngeal constrictor,Pterygopharyngeal part of superior pharyngeal constrictor
C6 branch to right scalenus medius,C6 branch to scalenus medius
Cartilage of head of left scapula,Cartilage of glenoid proper of scapula
Superior anterior division segment of C5 root of right median nerve,Superior anterior division segment of C5 root of median nerve
Superior anterior division segment of C5 root of left median nerve,Superior anterior division segment of C5 root of median nerve
